iter	MAPE
0	0.04339789271
1	0.04233303175
2	0.04123500931
3	0.04061748222
4	0.03978451219
5	0.03899246368
6	0.03815937977
7	0.03732176956
8	0.03667692136
9	0.0357334643
10	0.03507457059
11	0.03417586961
12	0.03357491656
13	0.03316070809
14	0.03238987489
15	0.03190747227
16	0.03163111852
17	0.03136341596
18	0.03086365963
19	0.03052409605
20	0.02991032678
21	0.02923172408
22	0.02894943436
23	0.02834158048
24	0.02808553121
25	0.02755347223
26	0.02696302462
27	0.02657732031
28	0.02604769263
29	0.02545447885
30	0.0248397503
31	0.02440204668
32	0.02434001816
33	0.02386448787
34	0.02349872815
35	0.02291357066
36	0.02273161324
37	0.02270407541
38	0.02254285575
39	0.02221606843
40	0.02186475636
41	0.02136875751
42	0.02119576423
43	0.02071985316
44	0.02020842655
45	0.02010820886
46	0.01967903534
47	0.01930920111
48	0.0188602579
49	0.01852561385
50	0.01799832465
51	0.01768154435
52	0.01766328055
53	0.01724967222
54	0.01689103421
55	0.01662718696
56	0.01616912234
57	0.01578607273
58	0.015560009
59	0.01548233075
60	0.01520900628
61	0.01486869166
62	0.01454071723
63	0.01426949005
64	0.01402706075
65	0.01385582112
66	0.01356351242
67	0.01325347244
68	0.01300836536
69	0.01274567959
70	0.0127305976
71	0.01270054515
72	0.01237740554
73	0.01218542822
74	0.01189591989
75	0.01160972304
76	0.01149811073
77	0.01147971892
78	0.01137903618
79	0.0111234352
80	0.01085062697
81	0.01056644756
82	0.01032119584
83	0.0101113152
84	0.009994565256
85	0.009725157589
86	0.009523816551
87	0.009326147009
88	0.009274621111
89	0.009072297276
90	0.008971391088
91	0.008962072064
92	0.00883483785
93	0.008720930899
94	0.008525702201
95	0.008399098012
96	0.00819066279
97	0.008078906985
98	0.007961652967
99	0.007905695815
100	0.007772066793
101	0.007623867991
102	0.007488452934
103	0.007356777113
104	0.007163282179
105	0.006979045948
106	0.00696018764
107	0.00688278507
108	0.00686891997
109	0.006754034693
110	0.006630578868
111	0.006508939724
112	0.006411652619
113	0.006296182279
114	0.006109052979
115	0.005936190115
116	0.005850740942
117	0.005745226439
118	0.005655168575
119	0.005502384516
120	0.005424476903
121	0.005350082635
122	0.005313218413
123	0.005252312181
124	0.005193064196
125	0.005099533815
126	0.004973585957
127	0.00494616795
128	0.004836917075
129	0.00475845602
130	0.00475206901
131	0.004677614102
132	0.004583340428
133	0.004523189525
134	0.00439866757
135	0.004381309978
136	0.004289887196
137	0.004231698187
138	0.004229331731
139	0.004197903676
140	0.004139572425
141	0.004066245704
142	0.003965943413
143	0.003895958184
144	0.003801595679
145	0.003784889303
146	0.003704962598
147	0.003648816008
148	0.003626389174
149	0.003566779407
150	0.003459776028
151	0.003413005546
152	0.003375976365
153	0.003330119965
154	0.003302489957
155	0.003225161613
156	0.003149835384
157	0.00311755545
158	0.003043591726
159	0.002964623623
160	0.002928401729
161	0.002905100071
162	0.002890581591
163	0.00285373298
164	0.002813193073
165	0.002806318423
166	0.002727176796
167	0.002710365159
168	0.002650484066
169	0.002608730711
170	0.002587953121
171	0.002537526533
172	0.002527080046
173	0.002506079887
174	0.002472891659
175	0.002436977185
176	0.002406369583
177	0.002379657347
178	0.002356876897
179	0.002332603789
180	0.002267176956
181	0.002252093138
182	0.002232362432
183	0.002206931777
184	0.002202287783
185	0.002181816652
186	0.002170351516
187	0.00214980643
188	0.002137471971
189	0.002078365802
190	0.002046166688
191	0.002036633378
192	0.002026549237
193	0.002003906961
194	0.001989955468
195	0.001966204381
196	0.001949830104
197	0.001934902257
198	0.001888371126
199	0.001885299093
200	0.00185401486
201	0.001817618285
202	0.001792618259
203	0.001784864379
204	0.001779405055
205	0.001773093335
206	0.001751896943
207	0.001739766118
208	0.001734021678
209	0.00172509319
210	0.001714198109
211	0.001662772167
212	0.00165204672
213	0.001612428237
214	0.001567720016
215	0.001558145214
216	0.00151140086
217	0.001509153892
218	0.001499761133
219	0.00148573845
220	0.001476765419
221	0.001467861183
222	0.00145257303
223	0.00140899584
224	0.001400235176
225	0.001392103315
226	0.001386834048
227	0.001375990558
228	0.001367165309
229	0.001359494829
230	0.001353790688
231	0.001344553299
232	0.001308447318
233	0.001269193899
234	0.001266649035
235	0.001263670508
236	0.001259306231
237	0.001246452739
238	0.001214821907
239	0.001188155548
240	0.001162141242
241	0.00115956951
242	0.001132548891
243	0.001121206183
244	0.001114681344
245	0.001105963619
246	0.001100301806
247	0.001094022971
248	0.001090435651
249	0.001088651048
250	0.00108329341
251	0.001080363848
252	0.001076934126
253	0.001073607297
254	0.001068600361
255	0.001045174992
256	0.001019997971
257	0.0009981665508
258	0.0009928711365
259	0.0009877345847
260	0.0009827521293
261	0.0009532695658
262	0.0009490125173
263	0.0009205421421
264	0.0009179666792
265	0.0009112603109
266	0.0009070988449
267	0.0009007186356
268	0.0008839945096
269	0.0008648290061
270	0.0008608881539
271	0.000856930602
272	0.0008548075246
273	0.0008489991388
274	0.0008469778355
275	0.0008286700143
276	0.0008267631701
277	0.000824935424
278	0.000821499091
279	0.0008197417576
280	0.000816295739
281	0.0007923645639
282	0.0007880747921
283	0.0007849250511
284	0.000781757089
285	0.0007623211622
286	0.0007460747807
287	0.0007276971633
288	0.0007263261518
289	0.000723498042
290	0.0007190048685
291	0.0007163408827
292	0.0007152928063
293	0.0007110432839
294	0.00069363121
295	0.0006912143358
296	0.0006768668147
297	0.0006567172936
298	0.000651233728
299	0.0006395863504
